ticker,date,open,high,low,close,sma_7,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi_14,bb_middle,bb_std,bb_upper,bb_lower,daily_return,volatility_7,volatility_30,sentiment_score,positive_ratio,negative_ratio,neutral_ratio,tweet_volume
BTC,2010-07-17,0.04951,0.04951,0.04951,0.04951,,,,0.04951,0.04951,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0
BTC,2010-07-18,0.04951,0.08585,0.04951,0.08584,,,,0.05509923076923077,0.05220111111111111,0.0028981196581196605,0.0005796239316239321,0.0023184957264957284,,,,,,0.7337911533023631,,,0.0,0.0,0.0,1.0,0
BTC,2010-07-19,0.08584,0.09307,0.07723,0.0808,,,,0.05905319526627219,0.05431954732510288,0.00473364794116931,0.0014104287335330078,0.003323219207636302,,,,,,-0.05871388630009322,,,0.0,0.0,0.0,1.0,0
BTC,2010-07-20,0.0808,0.08181,0.07426,0.07474,,,,0.06146654984069185,0.05583217344916933,0.005634376391522519,0.00225521826513091,0.003379158126391609,,,,,,-0.07499999999999996,,,0.0,0.0,0.0,1.0,0
BTC,2010-07-21,0.07474,0.07921,0.06634,0.07921,,,,0.06419631140366233,0.05756386430478642,0.006632447098875914,0.003130664031879911,0.003501783066996003,,,,,,0.059807332084559794,,,0.0,0.0,0.0,1.0,0
BTC,2010-07-22,0.07921,0.08181,0.0505,0.0505,,,,0.06208918657232967,0.05704061509702446,0.005048571475305207,0.0035142455205649705,0.001534325954740236,,,,,,-0.36245423557631606,,,0.0,0.0,0.0,1.0,0
BTC,2010-07-23,0.0505,0.06767,0.0505,0.06262,0.06903142857142856,,,0.06217085017658664,0.05745390286761524,0.004716947308971403,0.003754785878246257,0.0009621614307251461,,,,,,0.23999999999999977,,,0.0,0.0,0.0,1.0,0
BTC,2010-07-24,0.06262,0.06262,0.05049,0.05454,0.06975,,,0.06099687322634254,0.05723805821075485,0.0037588150155876895,0.0037555917057145436,3.2233098731459207e-06,,,,,,-0.12903225806451613,0.3494982328993277,,0.0,0.0,0.0,1.0,0
BTC,2010-07-25,0.05454,0.05941,0.0505,0.0505,0.06470142857142858,,,0.05938196965305907,0.056738942787735974,0.0026430268653230976,0.003533078737636255,-0.0008900518723131572,,,,,,-0.07407407407407396,0.18301289540266064,,0.0,0.0,0.0,1.0,0
BTC,2010-07-26,0.0505,0.056,0.05,0.056,0.06115857142857143,,,0.058861666629511526,0.05668420628494072,0.0021774603445708085,0.0032619550590231657,-0.0010844947144523572,,,,,,0.10891089108910879,0.19343136940702874,,0.0,0.0,0.0,1.0,0
BTC,2010-07-27,0.056,0.0605,0.053,0.06,0.05905285714285714,,,0.059036794840355906,0.05692982063420437,0.002106974206151538,0.0030309588884488404,-0.0009239846822973025,,,,,,0.0714285714285714,0.1960474810058969,,0.0,0.0,0.0,1.0,0
BTC,2010-07-28,0.06,0.062,0.054,0.0589,0.056151428571428574,,,0.05901574948030115,0.057075759846485524,0.001939989633815628,0.002812765037522198,-0.00087277540370657,,,,,,-0.018333333333333313,0.19347164423848356,,0.0,0.0,0.0,1.0,0
BTC,2010-07-29,0.0589,0.0699,0.0571,0.0699,0.05892285714285713,,,0.06069024956025482,0.05802570356156067,0.0026645459986941525,0.002783121229756589,-0.00011857523106243665,,,,,,0.18675721561969438,0.1358104995466855,,0.0,0.0,0.0,1.0,0
