ticker,date,open,high,low,close,sma_7,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi_14,bb_middle,bb_std,bb_upper,bb_lower,daily_return,volatility_7,volatility_30,sentiment_polarity_mean,sentiment_polarity_std,sentiment_polarity_count,sentiment_subjectivity_mean,sentiment_subjectivity_std,sentiment_class_safe_value_counts,positive_ratio,negative_ratio,neutral_ratio,sentiment_score
XCN,2022-05-14,0.0840529,0.0843014,0.083981,0.0842111,,,,0.0842111,0.0842111,0.0,0.0,0.0,,,,,,,,,0.07631578947368421,0.20410265734880106,19.0,0.42000000000000004,0.2789663460387691,"{'positive': 9, 'negative': 5, 'neutral': 5}",0.0,0.0,1.0,0.0
XCN,2022-05-15,0.0950907,0.0953739,0.0879635,0.094475,,,,0.08579016153846154,0.08497138888888889,0.0008187726495726549,0.000163754529914531,0.000655018119658124,,,,,,0.12188298217218407,,,0.0040000000000000036,0.2901433402557034,20.0,0.46449999999999997,0.3321774256406705,"{'neutral': 7, 'positive': 7, 'negative': 6}",0.0,0.0,1.0,0.0
XCN,2022-05-16,0.0944236,0.104794,0.0944151,0.104654,,,,0.08869229053254438,0.08642936008230452,0.0022629304502398556,0.000583589713979596,0.0016793407362602597,,,,,,0.10774278909764479,,,0.058888888888888886,0.19826775080708664,45.0,0.3071111111111111,0.25323921696708235,"{'positive': 21, 'neutral': 15, 'negative': 9}",0.0,0.0,1.0,0.0
XCN,2022-05-17,0.10465,0.105632,0.0908788,0.0922839,,,,0.08924484583522986,0.08686302970583752,0.002381816129392339,0.0009432349970621446,0.0014385811323301945,,,,,,-0.11819997324516973,,,0.059782608695652176,0.16191203552045416,46.0,0.26782608695652177,0.2355599762596756,"{'neutral': 20, 'positive': 18, 'negative': 8}",0.0,0.0,1.0,0.0
XCN,2022-05-18,0.0922679,0.139535,0.0731202,0.0966342,,,,0.0903816695528868,0.0875868200979977,0.0027948494548891006,0.0013135578886275358,0.0014812915662615648,,,,,,0.04714040043821299,,,0.06770491803278689,0.16396537685969917,61.0,0.31459016393442624,0.26380910882992525,"{'positive': 30, 'neutral': 23, 'negative': 8}",0.0,0.0,1.0,0.0
XCN,2022-05-19,0.0966362,0.0976806,0.0908511,0.0924894,,,,0.09070593577551961,0.08794997416481269,0.002755961610706917,0.001602038633043412,0.0011539229776635048,,,,,,-0.042891647056632176,,,0.017272727272727273,0.16858292327576366,55.0,0.32799999999999996,0.26221563080227894,"{'positive': 20, 'neutral': 18, 'negative': 17}",0.0,0.0,1.0,0.0
XCN,2022-05-20,0.0924937,0.0931451,0.0789399,0.0900678,0.09354505714285714,,,0.09060776104082428,0.08810685015260435,0.002500910888219937,0.0017818130840787172,0.0007190978041412199,,,,,,-0.026182459827828852,,,0.05,0.17725802707709828,50.0,0.3014,0.2536268349930098,"{'positive': 24, 'neutral': 19, 'negative': 7}",0.0,0.0,1.0,0.0
XCN,2022-05-21,0.0901447,0.0932676,0.0899169,0.0911104,0.09453067142857143,,,0.09068509011146669,0.0883293353264855,0.0023557547849811927,0.0018966014242592125,0.0004591533607219802,,,,,,0.011575724065648219,0.08549599368280386,,0.05777777777777778,0.14862331206405302,18.0,0.28833333333333333,0.27311385257908144,"{'positive': 8, 'neutral': 7, 'negative': 3}",0.0,0.0,1.0,0.0
XCN,2022-05-22,0.0911284,0.0955562,0.0860989,0.0955442,0.09468341428571428,,,0.09143264547893336,0.08886376974674583,0.002568875732187531,0.0020310562858448762,0.0005378194463426548,,,,,,0.048664038353469996,0.07384506979721285,,-0.003529411764705886,0.3217130160653783,17.0,0.4676470588235294,0.3281678193349537,"{'positive': 8, 'neutral': 5, 'negative': 4}",0.0,0.0,1.0,0.0
XCN,2022-05-23,0.0955602,0.09902,0.0955262,0.0969955,0.09358934285714285,,,0.09228846925140514,0.08946612013587577,0.0028223491155293795,0.002189314851781777,0.0006330342637476025,,,,,,0.0151898283726275,0.0589540697990676,,0.0916,0.14938458789995981,50.0,0.2736,0.2351964875483944,"{'positive': 25, 'neutral': 19, 'negative': 6}",0.0,0.0,1.0,0.0
XCN,2022-05-24,0.0968979,0.0975059,0.0949724,0.0963506,0.09417030000000001,,,0.09291341244349666,0.08997608160729237,0.0029373308362042883,0.0023389180486662795,0.0005984127875380088,,,,,,-0.0066487620559717575,0.03466754737167694,,0.07290909090909091,0.17625394902087882,55.0,0.3065454545454545,0.2835438314918954,"{'positive': 25, 'neutral': 24, 'negative': 6}",0.0,0.0,1.0,0.0
XCN,2022-05-25,0.0963409,0.105893,0.096259,0.101597,0.09487927142857143,,,0.09424934899065102,0.09083689037712256,0.0034124586135284574,0.0025536261616387152,0.0008588324518897421,,,,,,0.05445113989949224,0.03616686696338338,,0.11206349206349207,0.19788526107039686,63.0,0.34253968253968253,0.25236282287143547,"{'positive': 36, 'neutral': 20, 'negative': 7}",0.0,0.0,1.0,0.0
XCN,2022-05-26,0.101615,0.125831,0.101122,0.125494,0.09959421428571427,,,0.09905621837670471,0.09340408368252089,0.005652134694183825,0.0031733278681477374,0.0024788068260360873,,,,,,0.23521363819797814,0.08754215117396504,,0.07057692307692308,0.2639177936592278,52.0,0.3992307692307693,0.2893593068253646,"{'positive': 27, 'negative': 13, 'neutral': 12}",0.0,0.0,1.0,0.0
XCN,2022-05-27,0.125451,0.19465,0.125245,0.177204,0.11204224285714284,,,0.11107895401105783,0.09961148489122304,0.011467469119834789,0.004832156118485148,0.006635313001349641,85.18308328736482,,,,,0.4120515721867182,0.15601527094849363,,0.05106382978723404,0.22917843857298842,47.0,0.31978723404255316,0.31612111989265,"{'neutral': 22, 'positive': 19, 'negative': 6}",0.0,0.0,1.0,0.0
XCN,2022-05-28,0.177201,0.177462,0.167655,0.174612,0.12397104285714286,,,0.12085326877858739,0.1051670786029843,0.01568619017560309,0.0070029629299087365,0.008683227245694354,83.54450576892964,,,,,-0.014627209318074152,0.15905702811881617,,0.06181818181818182,0.11533125639348035,22.0,0.41,0.2972092416687835,"{'positive': 11, 'neutral': 9, 'negative': 2}",0.0,0.0,1.0,0.0
XCN,2022-05-29,0.174496,0.179311,0.169134,0.173461,0.13510201428571428,,,0.12894676588957393,0.11022588759535583,0.018720878294218105,0.00934654600277061,0.009374332291447494,81.43476170615148,,,,,-0.006591757725700309,0.16369909835936555,,0.10466666666666666,0.18477270464262946,15.0,0.32866666666666666,0.274170610769141,"{'positive': 8, 'neutral': 5, 'negative': 2}",0.0,0.0,1.0,0.0
XCN,2022-05-30,0.173433,0.173696,0.162102,0.167551,0.14518137142857143,,,0.13488587882963948,0.11447219221792207,0.020413686611717413,0.011559974124559972,0.00885371248715744,75.91215976823784,,,,,-0.03407105920062725,0.16885186387478987,,0.046511627906976744,0.16198006521865332,43.0,0.337906976744186,0.23669910716164203,"{'neutral': 18, 'positive': 18, 'negative': 7}",0.0,0.0,1.0,0.0
