ticker,date,open,high,low,close,sma_7,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi_14,bb_middle,bb_std,bb_upper,bb_lower,daily_return,volatility_7,volatility_30,sentiment_polarity_mean,sentiment_polarity_std,sentiment_polarity_count,sentiment_subjectivity_mean,sentiment_subjectivity_std,sentiment_class_safe_value_counts,positive_ratio,negative_ratio,neutral_ratio,sentiment_score
FIL,2018-02-12,20.09,20.33,19.86,19.88,,,,19.88,19.88,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0
FIL,2018-02-13,19.88,20.96,19.76,20.93,,,,20.04153846153846,19.95777777777778,0.08376068376068346,0.016752136752136694,0.06700854700854678,,,,,,0.052816901408450745,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0
FIL,2018-02-14,20.93,21.31,19.8,20.93,,,,20.178224852071008,20.029794238683127,0.14843061338788033,0.043087832079285425,0.1053427813085949,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0
FIL,2018-02-15,21.32,22.49,20.92,22.46,,,,20.52926718252162,20.209809480262155,0.31945770225946646,0.09836180611532164,0.22109589614414482,,,,,,0.07310081223124709,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0
FIL,2018-02-16,22.18,22.18,22.18,22.18,,,,20.783226077518297,20.355749518761254,0.4274765587570428,0.16418475664366589,0.26329180211337694,,,,,,-0.012466607301869992,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0
FIL,2018-02-17,22.18,22.62,21.97,22.46,,,,21.041191296361635,20.511619924778937,0.5295713715826977,0.23726207963147225,0.29230929195122546,,,,,,0.012623985572588037,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0
FIL,2018-02-18,22.46,23.83,21.24,22.39,21.604285714285712,,,21.248700327690614,20.650759189610127,0.5979411380804862,0.30939789132127504,0.28854324675921117,,,,,,-0.003116651825467498,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0
FIL,2018-02-19,22.39,23.0,21.5,23.0,22.05,,,21.518131046507442,20.824777027416786,0.6933540190906555,0.3861891168751512,0.30716490221550435,,,,,,0.027244305493523857,0.031562425314184614,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0
FIL,2018-02-20,23.0,23.19,21.49,21.49,22.13,,,21.513803193198605,20.87405280316369,0.6397503900349157,0.4369013715071041,0.20284901852781162,,,,,,-0.06565217391304357,0.041985757238992734,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0
FIL,2018-02-21,21.49,21.61,19.88,19.88,21.979999999999997,,,21.262448855783436,20.8004192621886,0.46202959359483486,0.4419270159246503,0.020102577670184585,,,,,,-0.07491856677524433,0.051747875993543135,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0
FIL,2018-02-22,19.88,21.69,18.45,19.7,21.58571428571429,,,21.02207210873983,20.718906724248704,0.30316538449112684,0.4141746896379456,-0.11100930514681878,,,,,,-0.00905432595573441,0.0383567115901147,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0
FIL,2018-02-23,19.7,19.97,18.51,19.57,21.212857142857143,,,20.798676399702934,20.633802522452505,0.1648738772504288,0.36431452716044227,-0.19944064991001348,,,,,,-0.006598984771573502,0.038558967443844794,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0
