ticker,date,open,high,low,close
XCN,2022-05-14,0.0840529,0.0843014,0.083981,0.0842111
XCN,2022-05-15,0.0950907,0.0953739,0.0879635,0.094475
XCN,2022-05-16,0.0944236,0.104794,0.0944151,0.104654
XCN,2022-05-17,0.10465,0.105632,0.0908788,0.0922839
XCN,2022-05-18,0.0922679,0.139535,0.0731202,0.0966342
XCN,2022-05-19,0.0966362,0.0976806,0.0908511,0.0924894
XCN,2022-05-20,0.0924937,0.0931451,0.0789399,0.0900678
XCN,2022-05-21,0.0901447,0.0932676,0.0899169,0.0911104
XCN,2022-05-22,0.0911284,0.0955562,0.0860989,0.0955442
XCN,2022-05-23,0.0955602,0.09902,0.0955262,0.0969955
XCN,2022-05-24,0.0968979,0.0975059,0.0949724,0.0963506
XCN,2022-05-25,0.0963409,0.105893,0.096259,0.101597
XCN,2022-05-26,0.101615,0.125831,0.101122,0.125494
XCN,2022-05-27,0.125451,0.19465,0.125245,0.177204
XCN,2022-05-28,0.177201,0.177462,0.167655,0.174612
XCN,2022-05-29,0.174496,0.179311,0.169134,0.173461
XCN,2022-05-30,0.173433,0.173696,0.162102,0.167551
XCN,2022-05-31,0.167563,0.177959,0.167552,0.173635
XCN,2022-06-01,0.173635,0.183903,0.171309,0.18261
XCN,2022-06-02,0.182585,0.182592,0.165427,0.168132
XCN,2022-06-03,0.168132,0.177958,0.167984,0.176403
XCN,2022-06-04,0.176427,0.176546,0.147724,0.153413
XCN,2022-06-05,0.153411,0.165068,0.13938,0.164375
XCN,2022-06-06,0.164386,0.165344,0.15943,0.159453
XCN,2022-06-07,0.159462,0.162352,0.158465,0.162346
XCN,2022-06-08,0.162341,0.162471,0.156749,0.159099
XCN,2022-06-09,0.159099,0.166444,0.119911,0.159599
XCN,2022-06-10,0.159502,0.161152,0.153564,0.155027
XCN,2022-06-11,0.155182,0.156918,0.148027,0.148206
XCN,2022-06-12,0.148154,0.148399,0.143069,0.145846
XCN,2022-06-13,0.145787,0.146122,0.130935,0.131567
