ticker,date,open,high,low,close
BNX,2022-05-14,135.569,135.569,135.256,135.27
BNX,2022-05-15,132.015,142.671,128.407,134.025
BNX,2022-05-16,134.225,136.336,126.848,133.313
BNX,2022-05-17,133.326,133.926,124.163,127.134
BNX,2022-05-18,127.247,130.743,117.847,119.245
BNX,2022-05-19,118.234,123.377,104.685,120.092
BNX,2022-05-20,119.98,126.486,115.35,117.858
BNX,2022-05-21,117.947,118.558,114.95,115.649
BNX,2022-05-22,115.35,121.542,115.35,118.046
BNX,2022-05-23,117.858,120.467,115.473,115.761
BNX,2022-05-24,115.45,118.845,112.565,118.646
BNX,2022-05-25,118.546,119.568,116.971,118.158
BNX,2022-05-26,118.058,118.27,108.98,112.787
BNX,2022-05-27,112.487,135.751,110.889,131.868
BNX,2022-05-28,131.25,139.735,128.852,133.248
BNX,2022-05-29,133.341,134.467,124.37,127.36
BNX,2022-05-30,127.358,132.466,122.066,128.11
BNX,2022-05-31,128.31,128.784,121.715,125.4
BNX,2022-06-01,125.602,127.898,121.59,121.59
BNX,2022-06-02,121.595,124.688,118.393,123.489
BNX,2022-06-03,123.189,123.888,118.175,119.696
BNX,2022-06-04,119.596,120.385,117.183,119.409
BNX,2022-06-05,119.511,125.206,118.693,122.085
BNX,2022-06-06,122.085,132.49,120.785,131.789
BNX,2022-06-07,131.988,136.892,124.794,134.788
BNX,2022-06-08,134.692,134.692,128.916,131.714
BNX,2022-06-09,131.514,136.678,127.49,128.392
BNX,2022-06-10,128.391,130.693,125.162,126.739
BNX,2022-06-11,126.837,128.662,119.363,122.861
BNX,2022-06-12,122.86,132.601,114.851,130.638
BNX,2022-06-13,129.441,132.43,120.551,123.428
BNX,2022-06-14,124.029,134.826,117.629,129.744
BNX,2022-06-15,129.745,151.987,125.575,145.382
BNX,2022-06-16,145.681,149.236,138.234,141.915
BNX,2022-06-17,139.506,142.305,138.517,139.034
BNX,2022-06-18,139.133,142.602,137.704,140.073
BNX,2022-06-19,140.173,142.775,137.779,139.319
BNX,2022-06-20,139.432,139.932,137.721,137.948
BNX,2022-06-21,137.934,138.348,131.768,131.968
BNX,2022-06-22,131.968,137.063,129.957,129.97
BNX,2022-06-23,130.27,132.767,126.274,130.37
BNX,2022-06-24,130.569,134.266,129.37,132.596
BNX,2022-06-25,132.467,132.867,126.914,128.31
BNX,2022-06-26,128.309,129.81,127.024,127.421
BNX,2022-06-27,127.128,128.629,122.185,122.189
BNX,2022-06-28,122.185,123.887,118.091,119.653
BNX,2022-06-29,119.751,119.751,114.95,115.947
BNX,2022-06-30,116.159,116.675,110.146,111.666
BNX,2022-07-01,111.466,119.281,111.466,115.573
BNX,2022-07-02,114.774,115.673,112.864,114.463
BNX,2022-07-03,114.463,118.358,112.653,117.048
BNX,2022-07-04,117.048,117.559,114.251,116.46
BNX,2022-07-05,116.56,120.555,115.461,118.37
BNX,2022-07-06,118.469,119.668,117.171,118.458
BNX,2022-07-07,118.769,119.129,117.471,117.629
BNX,2022-07-08,117.829,119.316,112.721,113.632
BNX,2022-07-09,113.732,119.428,113.332,118.929
BNX,2022-07-10,119.017,119.017,113.132,114.731
BNX,2022-07-11,114.331,116.906,113.321,115.196
BNX,2022-07-12,115.296,115.584,111.688,114.186
BNX,2022-07-13,114.09,117.283,114.09,116.295
BNX,2022-07-14,116.495,117.494,114.597,115.031
BNX,2022-07-15,115.019,117.23,113.932,115.254
BNX,2022-07-16,115.465,115.865,113.866,115.277
BNX,2022-07-17,115.269,118.676,114.882,117.569
BNX,2022-07-18,117.368,123.269,116.559,120.772
BNX,2022-07-19,120.872,123.973,120.208,120.625
BNX,2022-07-20,120.5,125.804,118.41,122.406
BNX,2022-07-21,121.815,129.007,120.599,128.028
BNX,2022-07-22,127.131,133.939,126.422,129.428
BNX,2022-07-23,129.23,131.312,124.601,125.715
BNX,2022-07-24,126.016,127.714,125.219,125.624
BNX,2022-07-25,125.325,125.924,122.21,124.111
BNX,2022-07-26,123.712,123.712,118.1,120.217
BNX,2022-07-27,120.217,125.344,120.217,124.83
BNX,2022-07-28,125.031,143.929,121.417,138.228
BNX,2022-07-29,138.128,140.925,134.033,135.057
BNX,2022-07-30,135.254,136.953,134.347,135.143
BNX,2022-07-31,134.651,136.234,133.333,134.532
BNX,2022-08-01,134.033,135.461,127.417,128.244
BNX,2022-08-02,128.037,130.62,124.346,127.518
BNX,2022-08-03,128.036,131.242,126.124,129.239
BNX,2022-08-04,128.73,130.529,126.609,127.608
BNX,2022-08-05,127.208,132.214,127.206,129.426
BNX,2022-08-06,129.526,129.905,126.019,126.628
BNX,2022-08-07,126.528,126.828,124.627,126.323
BNX,2022-08-08,126.124,133.335,125.021,132.022
BNX,2022-08-09,132.115,132.228,126.237,127.926
BNX,2022-08-10,127.927,140.164,126.434,134.54
BNX,2022-08-11,134.74,137.739,131.849,132.758
BNX,2022-08-12,133.053,135.568,132.153,133.964
BNX,2022-08-13,133.758,134.544,133.253,134.451
BNX,2022-08-14,134.048,138.553,134.048,137.042
BNX,2022-08-15,136.742,139.042,135.232,136.131
BNX,2022-08-16,136.033,140.024,136.033,139.11
BNX,2022-08-17,139.212,140.813,136.91,137.51
BNX,2022-08-18,137.314,140.621,137.011,139.611
BNX,2022-08-19,139.914,140.614,127.5,127.5
BNX,2022-08-20,128.113,137.711,127.794,136.499
BNX,2022-08-21,136.6,139.896,135.393,139.597
BNX,2022-08-22,139.297,142.603,137.975,141.176
BNX,2022-08-23,141.777,141.879,132.999,133.604
BNX,2022-08-24,133.487,133.599,129.412,130.212
BNX,2022-08-25,129.406,131.004,128.601,130.104
BNX,2022-08-26,130.096,130.592,124.599,127.211
BNX,2022-08-27,127.21,128.703,123.095,128.105
BNX,2022-08-28,128.401,135.797,128.103,135.1
BNX,2022-08-29,135.099,135.815,129.493,129.908
BNX,2022-08-30,129.909,130.6,125.516,129.412
BNX,2022-08-31,129.11,132.716,129.11,131.9
BNX,2022-09-01,131.997,136.411,129.488,133.893
BNX,2022-09-02,133.995,136.91,131.104,133.921
BNX,2022-09-03,134.021,136.9,132.7,136.4
BNX,2022-09-04,135.9,136.7,134.1,134.113
BNX,2022-09-05,133.913,134.4,130.4,131.213
BNX,2022-09-06,131.013,141.7,129.087,137.2
BNX,2022-09-07,137.408,139.904,134.793,137.608
BNX,2022-09-08,137.51,146.71,136.214,142.621
BNX,2022-09-09,142.823,154.431,140.821,150.544
BNX,2022-09-10,149.763,154.055,146.56,152.331
BNX,2022-09-11,151.732,154.843,148.939,152.137
BNX,2022-09-12,152.738,157.741,152.738,157.136
BNX,2022-09-13,157.028,165.338,152.623,161.403
BNX,2022-09-14,161.403,162.015,156.009,158.84
BNX,2022-09-15,158.74,162.705,156.841,162.385
BNX,2022-09-16,162.389,169.983,151.3,151.3
BNX,2022-09-17,151.185,151.2,140.0,140.1
